N,ns per cell total,react,vel_step,dens_step
2, 157.518668, 9.502254, 122.836289, 25.180125
2, 158.623031, 9.505370, 123.456583, 25.661078
2, 172.706410, 9.565426, 122.911499, 40.229485
2, 173.300552, 9.576263, 123.104081, 40.620209
2, 172.758995, 9.577252, 122.593086, 40.588657
2, 173.760685, 9.612633, 123.436252, 40.711800
2, 173.319603, 9.595907, 123.052068, 40.671628
2, 172.877816, 9.564193, 122.782655, 40.530968
2, 172.843910, 9.578543, 122.756850, 40.508517
4, 129.676473, 3.487586, 110.899794, 15.289092
4, 129.744163, 3.491152, 110.964923, 15.288089
4, 129.695730, 3.490427, 110.917856, 15.287446
4, 129.581348, 3.487988, 110.813610, 15.279749
4, 129.561515, 3.485352, 110.807638, 15.268525
4, 129.733016, 3.485788, 110.954191, 15.293037
4, 130.102866, 3.488629, 111.284578, 15.329659
4, 132.056995, 3.541605, 112.960418, 15.554972
4, 130.046890, 3.488655, 111.237619, 15.320616
8, 203.378388, 1.510861, 187.326181, 14.541346
8, 203.305703, 1.512102, 187.258142, 14.535460
8, 204.077416, 1.517133, 187.963373, 14.596909
8, 203.835167, 1.515414, 187.743956, 14.575797
8, 203.240705, 1.511368, 187.195900, 14.533436
8, 203.345760, 1.513969, 187.293658, 14.538133
8, 203.246889, 1.511921, 187.199228, 14.535740
8, 204.454541, 1.520195, 188.306695, 14.627652
8, 204.363754, 1.521538, 188.216024, 14.626192
16, 309.993954, 0.980921, 292.532241, 16.480792
16, 308.487094, 0.978684, 291.116062, 16.392348
16, 307.579800, 0.974358, 290.263079, 16.342363
16, 308.778123, 0.981196, 291.383162, 16.413765
16, 307.183987, 0.974503, 289.880843, 16.328642
16, 307.531220, 0.974193, 290.218064, 16.338962
16, 308.304227, 0.977639, 290.950433, 16.376155
16, 307.477378, 0.976000, 290.155463, 16.345914
16, 308.306781, 0.977118, 290.944590, 16.385074
32, 377.437613, 0.827106, 357.117753, 19.492754
32, 366.891777, 0.773937, 347.147210, 18.970630
32, 367.900297, 0.774545, 348.135437, 18.990316
32, 367.902508, 0.782983, 348.152677, 18.966847
32, 368.785952, 0.778874, 348.999327, 19.007750
32, 368.015811, 0.774433, 348.274532, 18.966846
32, 367.787699, 0.775109, 348.061589, 18.951000
32, 367.933796, 0.775855, 348.179011, 18.978930
32, 367.882357, 0.775180, 348.151836, 18.955341
64, 405.592065, 0.716491, 383.998075, 20.877500
64, 406.400599, 0.722616, 385.330994, 20.346988
64, 405.782249, 0.717514, 384.741287, 20.323449
64, 405.090687, 0.716447, 384.087185, 20.287054
64, 405.921300, 0.715438, 384.902684, 20.303178
64, 405.126650, 0.715248, 384.118469, 20.292934
64, 406.000080, 0.716223, 384.932512, 20.351345
64, 407.037225, 0.719630, 385.950864, 20.366731
64, 405.277964, 0.720242, 384.258862, 20.298860
128, 413.962697, 0.700280, 391.478902, 21.783515
128, 423.780659, 0.751760, 400.645703, 22.383197
128, 421.250964, 0.697179, 398.662894, 21.890891
128, 416.003472, 0.688967, 394.361758, 20.952747
128, 417.877246, 0.693758, 396.185367, 20.998120
128, 417.195881, 0.688903, 395.528999, 20.977979
128, 415.906679, 0.689511, 394.251934, 20.965233
128, 417.463549, 0.690463, 395.736618, 21.036469
128, 417.960485, 0.690277, 396.282067, 20.988141
256, 414.953700, 0.865438, 392.319974, 21.768288
256, 414.550254, 0.754159, 391.819905, 21.976190
256, 415.474420, 0.725890, 392.648825, 22.099705
256, 418.225738, 0.737709, 395.169561, 22.318468
256, 417.561287, 0.723955, 394.632444, 22.204887
256, 418.108750, 0.723796, 395.187638, 22.197317
256, 417.926402, 0.723749, 395.023945, 22.178708
256, 418.718029, 0.727077, 395.801317, 22.189635
256, 419.137341, 0.726517, 396.159973, 22.250851
